,userId,cardsStoredCount,emailVerified,mobileVerified,createdDate
0,23116006002345,0,0,0,2014-07-01 00:05:40
1,23116006042345,0,0,0,2014-07-01 00:09:29
2,23116006142345,0,0,0,2014-07-01 00:11:33
3,23116006162345,0,0,0,2014-07-01 00:12:34
4,23116006182345,0,0,0,2014-07-01 00:13:27
5,23116006222345,0,0,0,2014-07-01 00:12:45
6,23116006282345,1,0,0,2014-07-01 00:14:26
7,23116006422345,0,0,0,2014-07-01 00:17:40
8,23116006562345,0,0,0,2014-07-01 00:21:10
9,23116006622345,0,0,0,2014-07-01 00:24:34
10,23116006682345,0,0,0,2014-07-01 00:25:16
11,23116006742345,0,0,0,2014-07-01 00:27:18
12,23116006802345,1,0,0,2014-07-01 00:28:26
13,23116006822345,1,0,0,2014-07-01 00:29:02
14,23116006862345,0,0,0,2014-07-01 00:30:05
15,23116006902345,0,0,0,2014-07-01 00:30:46
16,23116006942345,0,0,0,2014-07-01 00:32:48
17,23116007022345,0,0,0,2014-07-01 00:37:19
18,23116007042345,2,0,0,2014-07-01 00:37:49
19,23116007062345,0,0,0,2014-07-01 00:37:28
20,23116007122345,0,0,0,2014-07-01 00:38:45
21,23116007222345,0,0,0,2014-07-01 00:45:01
22,23116007402345,0,0,0,2014-07-01 00:52:17
23,23116007422345,1,0,0,2014-07-01 00:52:36
24,23116007502345,0,0,0,2014-07-01 00:54:29
25,23116007602345,0,0,0,2014-07-01 00:58:44
26,23116007642345,0,0,0,2014-07-01 01:01:06
27,23116007682345,0,0,0,2014-07-01 01:03:04
28,23116007702345,0,0,0,2014-07-01 01:02:26
29,23116007762345,0,0,0,2014-07-01 01:05:32
30,23116007822345,1,0,0,2014-07-01 01:10:32
31,23116007842345,0,0,0,2014-07-01 01:13:34
32,23116007942345,0,0,0,2014-07-01 01:21:51
33,23116007962345,0,0,0,2014-07-01 01:21:35
34,23116007982345,0,0,0,2014-07-01 01:24:12
35,23116008042345,0,0,0,2014-07-01 01:26:07
36,23116008122345,1,0,0,2014-07-01 01:33:25
37,23116008162345,0,0,0,2014-07-01 01:34:16
38,23116008242345,1,0,0,2014-07-01 01:40:58
39,23116008262345,0,0,0,2014-07-01 01:41:57
40,23116008282345,0,0,0,2014-07-01 01:41:25
41,23116008302345,0,0,0,2014-07-01 01:47:00
42,23116008322345,0,0,0,2014-07-01 01:51:37
43,23116008342345,1,0,0,2014-07-01 01:51:37
44,23116008422345,0,1,0,2014-07-01 02:00:02
45,23116008442345,0,0,0,2014-07-01 02:04:41
46,23116008462345,0,0,0,2014-07-01 02:06:36
47,23116008482345,0,0,0,2014-07-01 02:06:09
48,23116008502345,0,0,0,2014-07-01 02:15:36
49,23116008702345,0,0,0,2014-07-01 02:46:25
50,23116008822345,0,0,0,2014-07-01 03:06:17
51,23116008862345,0,0,0,2014-07-01 03:08:46
52,23116008882345,0,0,0,2014-07-01 03:11:29
53,23116008902345,0,0,0,2014-07-01 03:13:51
54,23116008922345,1,0,0,2014-07-01 03:17:48
55,23116008942345,1,0,0,2014-07-01 03:18:43
56,23116008982345,0,0,0,2014-07-01 03:21:36
57,23116009062345,0,0,0,2014-07-01 03:29:55
58,23116009082345,0,0,0,2014-07-01 03:39:47
59,23116009122345,0,0,0,2014-07-01 03:48:18
60,23116009222345,0,0,0,2014-07-01 04:05:21
61,23116009242345,0,0,0,2014-07-01 04:06:25
62,23116009322345,0,0,0,2014-07-01 04:34:36
63,23116009362345,1,0,0,2014-07-01 04:41:49
64,23116009402345,0,0,0,2014-07-01 04:57:17
65,23116009422345,0,0,0,2014-07-01 04:57:21
66,23116009442345,0,0,0,2014-07-01 05:04:10
67,23116009482345,2,0,0,2014-07-01 05:11:20
68,23116009502345,0,0,0,2014-07-01 05:14:30
69,23116009522345,0,0,0,2014-07-01 05:17:10
70,23116009542345,1,0,0,2014-07-01 05:18:14
71,23116009582345,1,0,0,2014-07-01 05:22:17
72,23116009602345,0,0,0,2014-07-01 05:24:29
73,23116009662345,1,0,0,2014-07-01 05:56:45
74,23116009682345,0,0,0,2014-07-01 05:57:29
75,23116009742345,0,0,0,2014-07-01 05:59:03
76,23116009822345,0,0,0,2014-07-01 06:26:17
77,23116009842345,1,0,0,2014-07-01 06:27:17
78,23116009862345,0,0,0,2014-07-01 06:29:42
79,23116009942345,0,0,0,2014-07-01 06:32:13
80,23116009982345,0,0,0,2014-07-01 06:36:38
81,23116010042345,0,0,0,2014-07-01 06:43:54
82,23116010122345,1,0,0,2014-07-01 06:57:56
83,23116010162345,0,0,0,2014-07-01 07:00:00
84,23116010202345,2,0,0,2014-07-01 07:02:39
85,23116010222345,1,0,0,2014-07-01 07:05:30
86,23116010342345,0,0,0,2014-07-01 07:15:31
87,23116010362345,0,0,0,2014-07-01 07:15:31
88,23116010402345,0,0,0,2014-07-01 07:24:28
89,23116010422345,0,0,0,2014-07-01 07:24:06
90,23116010462345,0,0,0,2014-07-01 07:27:48
91,23116010482345,0,0,0,2014-07-01 07:29:05
92,23116010522345,0,0,0,2014-07-01 07:28:34
93,23116010622345,0,0,0,2014-07-01 07:33:34
94,23116010642345,0,0,0,2014-07-01 07:36:07
95,23116010802345,1,0,0,2014-07-01 07:42:51
96,23116010842345,0,0,0,2014-07-01 07:45:37
97,23116010882345,0,0,0,2014-07-01 07:46:51
98,23116011042345,0,0,0,2014-07-01 07:51:30
99,23116011182345,0,0,0,2014-07-01 07:56:00
100,23116011322345,0,0,0,2014-07-01 08:00:53
101,23116011382345,0,0,0,2014-07-01 08:03:36
102,23116011422345,0,0,0,2014-07-01 08:04:55
103,23116011462345,0,0,0,2014-07-01 08:07:56
104,23116011522345,0,0,0,2014-07-01 08:09:02
105,23116011582345,0,0,0,2014-07-01 08:13:03
106,23116011602345,0,0,0,2014-07-01 08:12:27
107,23116011722345,0,0,0,2014-07-01 08:17:49
108,23116011802345,0,0,0,2014-07-01 08:20:19
109,23116011882345,0,0,0,2014-07-01 08:20:16
110,23116012002345,0,0,0,2014-07-01 08:24:13
111,23116012062345,0,0,0,2014-07-01 08:25:45
112,23116012202345,0,0,0,2014-07-01 08:30:21
113,23116012222345,0,0,0,2014-07-01 08:30:29
114,23116012402345,0,0,0,2014-07-01 08:35:41
115,23116012482345,0,0,0,2014-07-01 08:39:23
116,23116012562345,0,0,0,2014-07-01 08:41:59
117,23116012782345,0,0,0,2014-07-01 08:49:14
118,23116013022345,0,0,0,2014-07-01 08:55:42
119,23116013062345,0,0,0,2014-07-01 08:56:17
120,23116013162345,0,0,0,2014-07-01 09:01:11
121,23116013222345,0,0,0,2014-07-01 09:01:20
122,23116013242345,0,0,0,2014-07-01 09:03:44
123,23116013442345,0,0,0,2014-07-01 09:06:03
124,23116013482345,0,0,0,2014-07-01 09:06:39
125,23116013622345,0,0,0,2014-07-01 09:10:14
126,23116013642345,0,0,0,2014-07-01 09:11:09
127,23116013662345,0,0,0,2014-07-01 09:11:41
128,23116013722345,0,0,0,2014-07-01 09:11:37
129,23116013762345,0,0,0,2014-07-01 09:13:00
130,23116013802345,0,0,0,2014-07-01 09:15:04
131,23116013842345,0,0,0,2014-07-01 09:14:25
132,23116013922345,1,0,0,2014-07-01 09:15:50
133,23116013962345,3,0,0,2014-07-01 09:16:40
134,23116013982345,0,0,0,2014-07-01 09:17:46
135,23116014002345,0,0,0,2014-07-01 09:18:55
136,23116014122345,0,0,0,2014-07-01 09:22:20
137,23116014242345,0,0,0,2014-07-01 09:24:11
138,23116014302345,0,0,0,2014-07-01 09:29:09
139,23116014322345,1,0,0,2014-07-01 09:29:43
140,23116014342345,0,0,0,2014-07-01 09:30:59
141,23116014382345,0,0,0,2014-07-01 09:31:15
142,23116014462345,0,0,0,2014-07-01 09:33:20
143,23116014502345,0,0,0,2014-07-01 09:34:48
144,23116014522345,0,0,0,2014-07-01 09:35:08
145,23116014542345,0,0,0,2014-07-01 09:36:06
146,23116014562345,1,0,0,2014-07-01 09:36:31
147,23116014762345,0,0,0,2014-07-01 09:39:02
148,23116014802345,0,0,0,2014-07-01 09:39:38
149,23116014822345,0,0,0,2014-07-01 09:39:56
150,23116014842345,0,0,0,2014-07-01 09:40:15
151,23116014862345,0,0,0,2014-07-01 09:39:42
152,23116014882345,0,0,0,2014-07-01 09:39:57
153,23116014902345,0,0,0,2014-07-01 09:40:10
154,23116014922345,0,0,0,2014-07-01 09:42:09
155,23116015042345,0,0,0,2014-07-01 09:43:25
156,23116015062345,0,0,0,2014-07-01 09:43:31
157,23116015102345,0,0,0,2014-07-01 09:45:53
158,23116015222345,0,0,0,2014-07-01 09:47:33
159,23116015242345,0,0,0,2014-07-01 09:47:40
160,23116015322345,0,0,0,2014-07-01 09:48:55
161,23116015462345,0,0,0,2014-07-01 09:50:22
162,23116015522345,0,0,0,2014-07-01 09:51:52
163,23116015542345,0,0,0,2014-07-01 09:51:12
164,23116015582345,0,0,0,2014-07-01 09:53:59
165,23116015622345,0,0,0,2014-07-01 09:54:34
166,23116015702345,0,0,0,2014-07-01 09:56:10
167,23116015822345,0,0,0,2014-07-01 09:56:37
168,23116015902345,0,0,0,2014-07-01 09:57:11
169,23116015922345,0,0,0,2014-07-01 09:58:20
170,23116015962345,0,0,0,2014-07-01 09:58:45
171,23116016022345,0,0,0,2014-07-01 09:59:22
172,23116016042345,0,0,0,2014-07-01 09:58:57
173,23116016062345,0,0,0,2014-07-01 10:00:31
174,23116016082345,0,0,0,2014-07-01 10:00:55
175,23116016142345,0,0,0,2014-07-01 10:02:02
176,23116016162345,0,0,0,2014-07-01 10:02:09
177,23116016182345,0,0,0,2014-07-01 10:03:05
178,23116016222345,0,0,0,2014-07-01 10:03:43
179,23116016262345,0,0,0,2014-07-01 10:04:01
180,23116016342345,0,0,0,2014-07-01 10:05:40
181,23116016362345,0,0,0,2014-07-01 10:05:03
182,23116016442345,0,0,0,2014-07-01 10:06:51
183,23116016502345,0,0,0,2014-07-01 10:08:31
184,23116016542345,0,0,0,2014-07-01 10:08:14
185,23116016602345,0,0,0,2014-07-01 10:11:27
186,23116016622345,0,0,0,2014-07-01 10:10:51
187,23116016642345,0,0,0,2014-07-01 10:11:50
188,23116016682345,0,0,0,2014-07-01 10:13:00
189,23116016702345,0,1,0,2014-07-01 10:13:10
190,23116016722345,0,0,0,2014-07-01 10:13:12
191,23116016762345,0,0,0,2014-07-01 10:12:55
192,23116016782345,0,0,0,2014-07-01 10:13:52
193,23116016802345,0,0,0,2014-07-01 10:13:55
194,23116016842345,0,0,0,2014-07-01 10:13:12
195,23116016862345,0,0,0,2014-07-01 10:13:16
196,23116016922345,0,0,0,2014-07-01 10:14:27
197,23116016942345,0,0,0,2014-07-01 10:13:48
198,23116016962345,0,0,0,2014-07-01 10:14:46
199,23116017002345,0,0,0,2014-07-01 10:15:14
200,23116017122345,0,0,0,2014-07-01 10:17:35
201,23116017242345,0,0,0,2014-07-01 10:17:15
202,23116017262345,1,0,0,2014-07-01 10:17:23
203,23116017322345,0,0,0,2014-07-01 10:18:56
204,23116017462345,0,0,0,2014-07-01 10:19:14
205,23116017482345,0,0,0,2014-07-01 10:19:33
206,23116017502345,0,0,0,2014-07-01 10:19:40
207,23116017522345,0,0,0,2014-07-01 10:20:47
208,23116017542345,0,0,0,2014-07-01 10:19:57
209,23116017562345,0,0,0,2014-07-01 10:20:12
210,23116017642345,0,0,0,2014-07-01 10:22:46
211,23116017722345,1,0,0,2014-07-01 10:24:23
212,23116017802345,2,0,0,2014-07-01 10:25:40
213,23116017842345,0,0,0,2014-07-01 10:25:59
214,23116017902345,0,0,0,2014-07-01 10:27:18
215,23116017922345,1,0,0,2014-07-01 10:28:41
216,23116017982345,0,0,0,2014-07-01 10:29:08
217,23116018002345,0,0,0,2014-07-01 10:28:21
218,23116018022345,1,0,0,2014-07-01 10:28:26
219,23116018062345,0,0,0,2014-07-01 10:29:39
220,23116018082345,0,0,0,2014-07-01 10:29:01
221,23116018162345,0,0,0,2014-07-01 10:30:22
222,23116018262345,0,0,0,2014-07-01 10:30:56
223,23116018322345,0,0,0,2014-07-01 10:31:46
224,23116018562345,0,0,0,2014-07-01 10:33:55
225,23116018602345,0,0,0,2014-07-01 10:35:59
226,23116018642345,0,0,0,2014-07-01 10:36:23
227,23116018682345,0,0,0,2014-07-01 10:36:21
228,23116018722345,0,0,0,2014-07-01 10:38:11
229,23116018762345,1,0,0,2014-07-01 10:38:15
230,23116018782345,0,0,0,2014-07-01 10:37:42
231,23116018842345,1,0,0,2014-07-01 10:38:09
232,23116018862345,0,0,0,2014-07-01 10:38:11
233,23116018902345,0,0,0,2014-07-01 10:39:32
234,23116018942345,0,0,0,2014-07-01 10:39:27
235,23116018962345,0,0,0,2014-07-01 10:39:38
236,23116019082345,0,0,0,2014-07-01 10:41:01
237,23116019122345,0,0,0,2014-07-01 10:43:23
238,23116019222345,0,0,0,2014-07-01 10:44:42
239,23116019282345,0,0,0,2014-07-01 10:44:30
240,23116019302345,0,0,0,2014-07-01 10:45:30
241,23116019322345,1,0,0,2014-07-01 10:44:38
242,23116019362345,1,0,0,2014-07-01 10:45:16
243,23116019402345,0,0,0,2014-07-01 10:46:31
244,23116019442345,0,0,0,2014-07-01 10:46:09
245,23116019462345,0,0,0,2014-07-01 10:47:03
246,23116019502345,0,0,0,2014-07-01 10:46:14
247,23116019642345,0,0,0,2014-07-01 10:48:57
248,23116019662345,0,0,0,2014-07-01 10:48:10
249,23116019782345,0,0,0,2014-07-01 10:49:45
250,23116019802345,0,0,0,2014-07-01 10:50:48
251,23116019822345,0,0,0,2014-07-01 10:51:06
252,23116019862345,0,0,0,2014-07-01 10:51:28
253,23116019982345,0,0,0,2014-07-01 10:52:39
254,23116020022345,0,0,0,2014-07-01 10:53:17
255,23116020082345,0,0,0,2014-07-01 10:54:12
256,23116020202345,0,0,0,2014-07-01 10:54:19
257,23116020222345,0,0,0,2014-07-01 10:54:20
258,23116020262345,1,0,0,2014-07-01 10:54:51
259,23116020282345,0,0,0,2014-07-01 10:55:01
260,23116020302345,0,0,0,2014-07-01 10:55:58
261,23116020322345,0,0,0,2014-07-01 10:56:00
262,23116020342345,0,0,0,2014-07-01 10:56:02
263,23116020422345,0,0,0,2014-07-01 10:56:39
264,23116020602345,0,0,0,2014-07-01 10:57:50
265,23116020642345,1,0,0,2014-07-01 10:58:13
266,23116020702345,0,0,0,2014-07-01 10:58:27
267,23116020742345,0,0,0,2014-07-01 10:58:10
268,23116020862345,0,0,0,2014-07-01 11:00:08
269,23116020882345,0,0,0,2014-07-01 11:00:39
270,23116020962345,0,0,0,2014-07-01 11:00:24
271,23116021062345,0,0,0,2014-07-01 11:01:28
272,23116021082345,0,0,0,2014-07-01 11:02:39
273,23116021102345,0,0,0,2014-07-01 11:01:48
274,23116021122345,0,0,0,2014-07-01 11:02:41
275,23116021222345,0,0,0,2014-07-01 11:04:45
276,23116021282345,0,0,0,2014-07-01 11:05:27
277,23116021302345,0,0,0,2014-07-01 11:04:39
278,23116021342345,0,0,0,2014-07-01 11:05:45
279,23116021362345,1,0,0,2014-07-01 11:05:46
280,23116021382345,1,0,0,2014-07-01 11:05:51
281,23116021422345,0,0,0,2014-07-01 11:06:16
282,23116021522345,1,0,0,2014-07-01 11:06:42
283,23116021582345,1,0,0,2014-07-01 11:07:22
284,23116021662345,0,0,0,2014-07-01 11:07:03
285,23116021682345,0,0,0,2014-07-01 11:08:02
286,23116021802345,0,0,0,2014-07-01 11:08:56
287,23116021822345,0,0,0,2014-07-01 11:08:06
288,23116021882345,0,0,0,2014-07-01 11:09:17
289,23116021922345,1,0,0,2014-07-01 11:09:41
290,23116022002345,0,0,0,2014-07-01 11:10:13
291,23116022062345,0,0,0,2014-07-01 11:11:05
292,23116022082345,0,0,0,2014-07-01 11:11:06
293,23116022122345,0,0,0,2014-07-01 11:12:23
294,23116022242345,0,0,0,2014-07-01 11:13:15
295,23116022262345,0,0,0,2014-07-01 11:13:28
296,23116022322345,0,1,0,2014-07-01 11:13:43
297,23116022362345,0,1,0,2014-07-01 11:13:07
298,23116022402345,0,0,0,2014-07-01 11:13:44
299,23116022422345,0,0,0,2014-07-01 11:14:39
300,23116022462345,0,0,0,2014-07-01 11:14:10
301,23116022502345,0,0,0,2014-07-01 11:14:51
302,23116022542345,1,0,0,2014-07-01 11:15:16
303,23116022562345,0,0,0,2014-07-01 11:16:14
304,23116022582345,0,0,0,2014-07-01 11:16:16
305,23116022602345,0,0,0,2014-07-01 11:15:30
306,23116022622345,0,0,0,2014-07-01 11:15:37
307,23116022702345,0,0,0,2014-07-01 11:17:32
308,23116022762345,0,0,0,2014-07-01 11:16:46
309,23116022822345,0,1,0,2014-07-01 11:18:04
310,23116022902345,0,0,0,2014-07-01 11:18:27
311,23116022962345,0,0,0,2014-07-01 11:18:56
312,23116022982345,0,0,0,2014-07-01 11:19:12
313,23116023062345,0,0,0,2014-07-01 11:19:34
314,23116023082345,0,0,0,2014-07-01 11:18:42
315,23116023122345,0,0,0,2014-07-01 11:19:14
316,23116023182345,0,0,0,2014-07-01 11:20:34
317,23116023202345,0,0,0,2014-07-01 11:20:50
318,23116023242345,0,0,0,2014-07-01 11:20:18
319,23116023282345,0,0,0,2014-07-01 11:21:28
320,23116023322345,0,0,0,2014-07-01 11:21:41
321,23116023362345,0,0,0,2014-07-01 11:21:14
322,23116023462345,0,0,0,2014-07-01 11:23:00
323,23116023542345,0,0,0,2014-07-01 11:22:43
324,23116023842345,0,0,0,2014-07-01 11:26:42
325,23116023982345,0,0,0,2014-07-01 11:28:16
326,23116024022345,0,0,0,2014-07-01 11:27:26
327,23116024102345,0,0,0,2014-07-01 11:27:56
328,23116024162345,0,0,0,2014-07-01 11:28:06
329,23116024182345,0,0,0,2014-07-01 11:29:21
330,23116024262345,0,0,0,2014-07-01 11:29:56
331,23116024302345,0,0,0,2014-07-01 11:30:12
332,23116024342345,0,0,0,2014-07-01 11:30:18
333,23116024482345,1,0,0,2014-07-01 11:30:46
334,23116024542345,0,0,0,2014-07-01 11:30:54
335,23116024562345,0,0,0,2014-07-01 11:30:55
336,23116024582345,0,0,0,2014-07-01 11:32:16
337,23116024602345,0,0,0,2014-07-01 11:31:32
338,23116024642345,0,0,0,2014-07-01 11:31:42
339,23116024662345,1,0,0,2014-07-01 11:32:38
